Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
China,Western Pacific Region of WHO,Eastern Asia,2019,48,2019/11/25,2019/12/1,16467,13395,,93,827,,,920,5,226,1,232,1152,4708,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,49,2019/12/2,2019/12/8,21032,16760,,137,2027,,,2164,1,545,5,551,2715,4683,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,50,2019/12/9,2019/12/15,25307,18799,,194,3240,,,3435,3,848,35,886,4321,5527,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,51,2019/12/16,2019/12/22,5974,19335,,371,4029,,,4402,3,1204,33,1240,5642,5680,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,52,2019/12/23,2019/12/29,26570,18812,,479,4506,,,4985,1,1399,30,1430,6415,5000,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,1,2019/12/30,2020/1/5,22782,19056,,688,4518,,,5206,1,1578,20,1599,6805,5106,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2020,2,2020/1/6,2020/1/12,22484,20244,,1271,4081,,,5352,8,1707,38,1753,7105,5681,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2020,3,2020/1/13,2020/1/19,20519,19324,,1444,2941,,,4386,8,1719,62,1789,6175,5179,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2020,4,2020/1/20,2020/1/26,18936,17974,,1644,1933,,,3578,10,1465,75,1550,5128,5109,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2020,5,2020/1/27,2020/2/2,16301,15541,,1260,895,,,2155,15,919,52,986,3141,6062,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2020,6,2020/2/3,2020/2/9,14252,13497,,426,355,,,783,2,447,26,475,1258,5324,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,7,2020/2/10,2020/2/16,4965,11381,,144,158,,,302,0,133,8,141,443,4861,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,8,2020/2/17,2020/2/23,5664,12727,,66,91,,,157,3,51,5,59,216,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,9,2020/2/24,2020/3/1,4966,11111,,48,73,,,121,1,25,3,29,150,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,10,2020/3/2,2020/3/8,4212,12293,,41,31,,,73,2,27,1,30,103,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,11,2020/3/9,2020/3/15,4461,13115,,43,39,,,82,1,37,7,45,127,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,12,2020/3/16,2020/3/22,15161,15029,,41,41,,1,83,0,46,4,50,133,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,13,2020/3/23,2020/3/29,13835,13473,,24,26,,,50,0,21,2,23,73,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,14,2020/3/30,2020/4/5,8705,7975,,9,8,,,17,1,8,2,11,28,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,15,2020/4/6,2020/4/12,9377,8323,,7,10,,,17,1,3,2,6,23,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,16,2020/4/13,2020/4/19,9104,6599,,2,4,,,6,0,1,0,1,7,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,17,2020/4/20,2020/4/26,9035,8250,,0,3,,1,4,1,2,1,4,8,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,18,2020/4/27,2020/5/3,8161,7187,,0,0,,,0,0,0,0,0,0,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,19,2020/5/4,2020/5/10,8985,8253,,2,3,,,5,1,1,0,2,7,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,20,2020/5/11,2020/5/17,9443,8145,,1,2,,,3,0,4,0,4,7,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,21,2020/5/18,2020/5/24,8530,6984,,0,0,,,0,0,0,0,0,0,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,22,2020/5/25,2020/5/31,1869,6758,,0,1,,,1,0,0,0,0,1,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,23,2020/6/1,2020/6/7,2230,8449,,0,0,,,0,0,0,0,0,0,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,24,2020/6/8,2020/6/14,2101,7645,,3,6,,,9,0,7,0,7,16,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,25,2020/6/15,2020/6/21,9300,8365,,3,0,,,3,0,1,0,1,4,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,26,2020/6/22,2020/6/28,8764,7896,,0,0,,,0,0,0,0,0,0,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,27,2020/6/29,2020/7/5,8660,7927,,0,0,,,0,0,0,0,0,0,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,28,2020/7/6,2020/7/12,9701,8833,,1,0,,,1,0,0,0,0,1,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,29,2020/7/13,2020/7/19,9739,8888,,4,0,,,4,0,0,0,0,4,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,30,2020/7/20,2020/7/26,9173,8348,,1,7,,,8,0,0,0,0,8,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,31,2020/7/27,2020/8/2,8910,8279,,1,2,,,3,0,1,0,1,4,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,32,2020/8/3,2020/8/9,8791,8647,,0,0,,,0,0,0,0,0,0,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,33,2020/8/10,2020/8/16,8633,8498,,0,0,,,0,0,2,0,2,2,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,34,2020/8/17,2020/8/23,8774,8618,,0,1,,,1,0,1,0,1,2,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,35,2020/8/24,2020/8/30,8509,8231,,0,0,,,0,0,1,0,1,1,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,36,2020/8/31,2020/9/6,8606,7814,,0,0,,,0,1,2,0,3,3,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,37,2020/9/7,2020/9/13,8119,6665,,0,0,,,0,0,3,0,3,3,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,38,2020/9/14,2020/9/20,8660,7592,,0,0,,,0,0,2,0,2,2,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,39,2020/9/21,2020/9/27,8276,6668,,0,0,,,0,0,1,0,1,1,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,40,2020/9/28,2020/10/4,10104,9118,,1,0,,1,2,0,3,1,4,6,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,41,2020/10/5,2020/10/11,10068,8691,,0,0,,,0,0,2,0,2,2,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,42,2020/10/12,2020/10/18,11897,9892,,1,4,,,5,0,0,0,0,5,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,43,2020/10/19,2020/10/25,12076,10305,,0,1,,1,2,0,4,2,6,8,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,44,2020/10/26,2020/11/1,12232,10178,,2,1,,,3,1,4,1,6,9,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2020,45,2020/11/2,2020/11/8,12785,10639,,0,1,,,1,0,2,2,4,5,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2020,46,2020/11/9,2020/11/15,12506,10406,,0,1,,,1,0,14,0,14,15,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2020,47,2020/11/16,2020/11/22,11146,9317,,,2,,1,3,,9,,9,12,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2020,48,2020/11/23,2020/11/29,,,,,,,,,,,,,,,No Report
